disciplina,area,durata_anni,territorio,tipo_territorio,contratti_annui_totali,contratti_quinquennio_2026_2031,tasso_abbandono_stimato,nuovi_specialisti_effettivi_5anni,stock_medici_attivi,quota_pensionandi_60plus,pensionamenti_stimati_2026_2031,delta_demografico_target_pct,target_demografico,qol_score_base,notti_mese,reperibilita_mese,ore_settimanali,classe_rischio_legale,indice_burnout,rep_lorda_annua,rep_netta_annua,rep_privato_stimato
Chirurgia pediatrica,Chirurgica,5,Liguria,Regione,2,10,0.04,10,9,0.399,4,-5.44,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Lombardia,Regione,10,50,0.04,48,61,0.361,22,-8.35,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Marche,Regione,2,10,0.04,10,9,0.38,3,-12.1,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Molise,Regione,0,0,0.04,0,2,0.399,1,-11.94,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Piemonte,Regione,4,20,0.04,19,26,0.38,10,-8.69,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Puglia,Regione,4,20,0.04,19,24,0.38,9,-11.82,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Sardegna,Regione,2,10,0.04,10,9,0.38,3,-17.99,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Sicilia,Regione,5,25,0.04,24,29,0.399,12,-10.03,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Toscana,Regione,4,20,0.04,19,22,0.38,8,-9.93,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Umbria,Regione,1,5,0.04,5,5,0.38,2,-12.09,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Valle d'Aosta,Regione,0,0,0.04,0,1,0.38,0,-12.0,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,Veneto,Regione,5,25,0.04,24,30,0.361,11,-9.26,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,P.A. Bolzano,Regione,1,5,0.04,5,3,0.361,1,-5.68,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
Chirurgia pediatrica,Chirurgica,5,P.A. Trento,Regione,1,5,0.04,5,3,0.361,1,-7.37,under15,38.2,3.5,4.5,46,4,70,98900.0,54400.0,19900.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Italia (Nazionale),Nazionale,110,550,0.01,544,700,0.38,266,-0.5,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Abruzzo,Regione,2,10,0.01,10,15,0.38,6,-1.18,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Basilicata,Regione,1,5,0.01,5,6,0.399,2,-4.41,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Calabria,Regione,3,15,0.01,15,22,0.399,9,-2.33,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Campania,Regione,10,50,0.01,50,66,0.38,25,-1.77,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Emilia-Romagna,Regione,8,40,0.01,40,53,0.38,20,0.99,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Friuli-Venezia Giulia,Regione,2,10,0.01,10,14,0.38,5,-0.45,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Lazio,Regione,11,55,0.01,54,68,0.38,26,-0.4,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Liguria,Regione,3,15,0.01,15,18,0.399,7,0.13,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Lombardia,Regione,19,95,0.01,94,120,0.361,43,0.82,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Marche,Regione,3,15,0.01,15,18,0.38,7,-0.81,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Molise,Regione,1,5,0.01,5,3,0.399,1,-3.24,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Piemonte,Regione,8,40,0.01,40,51,0.38,19,-0.21,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Puglia,Regione,7,35,0.01,35,46,0.38,17,-2.15,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Sardegna,Regione,3,15,0.01,15,18,0.38,7,-3.2,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Sicilia,Regione,9,45,0.01,45,57,0.399,23,-1.88,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Toscana,Regione,7,35,0.01,35,43,0.38,16,-0.3,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Umbria,Regione,2,10,0.01,10,10,0.38,4,-1.16,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Valle d'Aosta,Regione,0,0,0.01,0,1,0.38,0,-0.55,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,Veneto,Regione,9,45,0.01,45,58,0.361,21,-0.1,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,P.A. Bolzano,Regione,1,5,0.01,5,6,0.361,2,1.62,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
"Chirurgia plastica, ricostruttiva ed estetica",Chirurgica,5,P.A. Trento,Regione,1,5,0.01,5,7,0.361,3,1.32,totale,56.1,1.5,3.0,42,5,50,146700.0,80700.0,69400.0
Chirurgia toracica,Chirurgica,5,Italia (Nazionale),Nazionale,90,450,0.15,382,600,0.38,228,8.5,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Abruzzo,Regione,2,10,0.15,8,13,0.38,5,9.03,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Basilicata,Regione,1,5,0.15,4,5,0.399,2,8.52,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Calabria,Regione,3,15,0.15,13,19,0.399,8,9.5,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Campania,Regione,9,45,0.15,38,57,0.38,22,12.63,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Emilia-Romagna,Regione,7,35,0.15,30,46,0.38,17,9.01,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Friuli-Venezia Giulia,Regione,2,10,0.15,8,12,0.38,5,7.69,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Lazio,Regione,9,45,0.15,38,58,0.38,22,11.48,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Liguria,Regione,2,10,0.15,8,15,0.399,6,6.51,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Lombardia,Regione,15,75,0.15,64,102,0.361,37,10.72,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Marche,Regione,2,10,0.15,8,15,0.38,6,8.41,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Molise,Regione,0,0,0.15,0,3,0.399,1,6.78,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Piemonte,Regione,6,30,0.15,26,43,0.38,16,6.84,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Puglia,Regione,6,30,0.15,26,39,0.38,15,9.8,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Sardegna,Regione,2,10,0.15,8,16,0.38,6,9.57,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Sicilia,Regione,7,35,0.15,30,49,0.399,20,9.46,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Toscana,Regione,6,30,0.15,26,37,0.38,14,7.45,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Umbria,Regione,1,5,0.15,4,9,0.38,3,7.61,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Valle d'Aosta,Regione,0,0,0.15,0,1,0.38,0,10.58,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,Veneto,Regione,7,35,0.15,30,49,0.361,18,11.23,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,P.A. Bolzano,Regione,1,5,0.15,4,6,0.361,2,15.77,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia toracica,Chirurgica,5,P.A. Trento,Regione,1,5,0.15,4,6,0.361,2,12.85,over65,35.8,3.5,4.5,48,4,70,102600.0,56400.0,23700.0
Chirurgia vascolare,Chirurgica,5,Italia (Nazionale),Nazionale,115,575,0.08,529,900,0.38,342,8.5,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Abruzzo,Regione,2,10,0.08,9,19,0.38,7,9.03,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Basilicata,Regione,1,5,0.08,5,8,0.399,3,8.52,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Calabria,Regione,4,20,0.08,18,28,0.399,11,9.5,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Campania,Regione,11,55,0.08,51,85,0.38,32,12.63,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Emilia-Romagna,Regione,9,45,0.08,41,68,0.38,26,9.01,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Friuli-Venezia Giulia,Regione,2,10,0.08,9,18,0.38,7,7.69,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Lazio,Regione,11,55,0.08,51,87,0.38,33,11.48,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Liguria,Regione,3,15,0.08,14,23,0.399,9,6.51,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Lombardia,Regione,20,100,0.08,92,154,0.361,56,10.72,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Marche,Regione,3,15,0.08,14,23,0.38,9,8.41,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Molise,Regione,1,5,0.08,5,4,0.399,2,6.78,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Piemonte,Regione,8,40,0.08,37,65,0.38,25,6.84,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Puglia,Regione,8,40,0.08,37,59,0.38,22,9.8,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Sardegna,Regione,3,15,0.08,14,24,0.38,9,9.57,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Sicilia,Regione,9,45,0.08,41,73,0.399,29,9.46,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Toscana,Regione,7,35,0.08,32,56,0.38,21,7.45,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Umbria,Regione,2,10,0.08,9,13,0.38,5,7.61,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Valle d'Aosta,Regione,0,0,0.08,0,2,0.38,1,10.58,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,Veneto,Regione,9,45,0.08,41,74,0.361,27,11.23,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,P.A. Bolzano,Regione,1,5,0.08,5,8,0.361,3,15.77,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Chirurgia vascolare,Chirurgica,5,P.A. Trento,Regione,1,5,0.08,5,8,0.361,3,12.85,over65,31.9,4.0,5.0,48,4,70,120700.0,66400.0,41400.0
Ginecologia ed ostetricia,Chirurgica,5,Italia (Nazionale),Nazionale,525,2625,0.04,2520,5000,0.38,1900,-0.5,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Abruzzo,Regione,11,55,0.04,53,107,0.38,41,-1.18,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Basilicata,Regione,5,25,0.04,24,45,0.399,18,-4.41,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Calabria,Regione,16,80,0.04,77,155,0.399,62,-2.33,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Campania,Regione,50,250,0.04,240,472,0.38,179,-1.77,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Emilia-Romagna,Regione,40,200,0.04,192,380,0.38,144,0.99,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Friuli-Venezia Giulia,Regione,11,55,0.04,53,101,0.38,38,-0.45,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Lazio,Regione,51,255,0.04,245,484,0.38,184,-0.4,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Liguria,Regione,13,65,0.04,62,128,0.399,51,0.13,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Lombardia,Regione,90,450,0.04,432,854,0.361,308,0.82,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Marche,Regione,13,65,0.04,62,126,0.38,48,-0.81,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Molise,Regione,3,15,0.04,14,24,0.399,10,-3.24,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Piemonte,Regione,38,190,0.04,182,361,0.38,137,-0.21,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Puglia,Regione,34,170,0.04,163,328,0.38,125,-2.15,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Sardegna,Regione,14,70,0.04,67,132,0.38,50,-3.2,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Sicilia,Regione,43,215,0.04,206,405,0.399,162,-1.88,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Toscana,Regione,33,165,0.04,158,310,0.38,118,-0.3,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Umbria,Regione,8,40,0.04,38,72,0.38,27,-1.16,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Valle d'Aosta,Regione,1,5,0.04,5,10,0.38,4,-0.55,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,Veneto,Regione,43,215,0.04,206,412,0.361,149,-0.1,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,P.A. Bolzano,Regione,5,25,0.04,24,46,0.361,17,1.62,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Ginecologia ed ostetricia,Chirurgica,5,P.A. Trento,Regione,5,25,0.04,24,47,0.361,17,1.32,totale,27.0,4.5,4.5,48,5,75,137200.0,75500.0,57400.0
Neurochirurgia,Chirurgica,5,Italia (Nazionale),Nazionale,112,560,0.04,538,880,0.38,334,8.5,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Abruzzo,Regione,2,10,0.04,10,19,0.38,7,9.03,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Basilicata,Regione,1,5,0.04,5,8,0.399,3,8.52,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Calabria,Regione,3,15,0.04,14,27,0.399,11,9.5,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Campania,Regione,11,55,0.04,53,83,0.38,32,12.63,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Emilia-Romagna,Regione,9,45,0.04,43,67,0.38,25,9.01,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Friuli-Venezia Giulia,Regione,2,10,0.04,10,18,0.38,7,7.69,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Lazio,Regione,11,55,0.04,53,85,0.38,32,11.48,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Liguria,Regione,3,15,0.04,14,23,0.399,9,6.51,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Lombardia,Regione,19,95,0.04,91,150,0.361,54,10.72,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Marche,Regione,3,15,0.04,14,22,0.38,8,8.41,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Molise,Regione,1,5,0.04,5,4,0.399,2,6.78,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Piemonte,Regione,8,40,0.04,38,64,0.38,24,6.84,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Puglia,Regione,7,35,0.04,34,58,0.38,22,9.8,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Sardegna,Regione,3,15,0.04,14,23,0.38,9,9.57,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Sicilia,Regione,9,45,0.04,43,71,0.399,28,9.46,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Toscana,Regione,7,35,0.04,34,55,0.38,21,7.45,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Umbria,Regione,2,10,0.04,10,13,0.38,5,7.61,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Valle d'Aosta,Regione,0,0,0.04,0,2,0.38,1,10.58,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,Veneto,Regione,9,45,0.04,43,73,0.361,26,11.23,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,P.A. Bolzano,Regione,1,5,0.04,5,8,0.361,3,15.77,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Neurochirurgia,Chirurgica,5,P.A. Trento,Regione,1,5,0.04,5,8,0.361,3,12.85,over65,16.2,4.5,6.0,52,5,80,111700.0,61500.0,32000.0
Oftalmologia,Chirurgica,4,Italia (Nazionale),Nazionale,220,1100,0.01,1089,1900,0.38,722,8.5,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Abruzzo,Regione,5,25,0.01,25,41,0.38,16,9.03,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Basilicata,Regione,2,10,0.01,10,17,0.399,7,8.52,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Calabria,Regione,7,35,0.01,35,59,0.399,24,9.5,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Campania,Regione,21,105,0.01,104,180,0.38,68,12.63,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Emilia-Romagna,Regione,17,85,0.01,84,144,0.38,55,9.01,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Friuli-Venezia Giulia,Regione,4,20,0.01,20,38,0.38,14,7.69,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Lazio,Regione,21,105,0.01,104,184,0.38,70,11.48,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Liguria,Regione,6,30,0.01,30,49,0.399,20,6.51,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Lombardia,Regione,38,190,0.01,188,324,0.361,117,10.72,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Marche,Regione,6,30,0.01,30,48,0.38,18,8.41,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Molise,Regione,1,5,0.01,5,9,0.399,4,6.78,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Piemonte,Regione,16,80,0.01,79,137,0.38,52,6.84,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Puglia,Regione,14,70,0.01,69,125,0.38,48,9.8,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Sardegna,Regione,6,30,0.01,30,50,0.38,19,9.57,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Sicilia,Regione,18,90,0.01,89,154,0.399,61,9.46,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Toscana,Regione,14,70,0.01,69,118,0.38,45,7.45,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Umbria,Regione,3,15,0.01,15,27,0.38,10,7.61,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Valle d'Aosta,Regione,0,0,0.01,0,4,0.38,2,10.58,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,Veneto,Regione,18,90,0.01,89,157,0.361,57,11.23,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,P.A. Bolzano,Regione,2,10,0.01,10,17,0.361,6,15.77,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Oftalmologia,Chirurgica,4,P.A. Trento,Regione,2,10,0.01,10,18,0.361,6,12.85,over65,72.3,1.0,2.0,40,3,45,146200.0,80400.0,69400.0
Ortopedia e traumatologia,Chirurgica,5,Italia (Nazionale),Nazionale,472,2360,0.04,2266,4200,0.38,1596,8.5,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Abruzzo,Regione,10,50,0.04,48,90,0.38,34,9.03,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Basilicata,Regione,4,20,0.04,19,37,0.399,15,8.52,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Calabria,Regione,15,75,0.04,72,130,0.399,52,9.5,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Campania,Regione,45,225,0.04,216,397,0.38,151,12.63,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
